Title,DOI,Journal,Published on,Policy citation count,Type,Publisher,Authors,Your tags,ORCIDs
Education and Training to Build Capacity in Total Worker Health®,10.1097/jom.0000000000001906,Journal of Occupational and Environmental Medicine,8/1/2020,1,journal-article,Ovid Technologies (Wolters Kluwer Health),"Lee S Newman - Colorado School of Public Health; Joshua Scott - Colorado School of Public Health; Adele Childress - Colorado School of Public Health; Laura Linnan - University of Colorado Anschutz Medical Campus; Deborah L McLellan - National Institute for Occupational Safety and Health; Sabrina Freewynn - Dana-Farber Cancer Institute; Leslie B Hammer - Harvard University; Maija Leff - Midwest University; Gretchen Macy - University of Iowa; Elizabeth H Maples - Workplace Health, Safety and Compensation Commission; Bonnie Rogers - Oregon Health & Science University; Liliana Tenney - Western Kentucky University",,0000-0001-8066-7531; 0000-0002-0134-4396; 0000-0002-6697-1577; 0000-0002-7589-6281; 0000-0002-8067-1159
"Investigation and Serologic Follow-Up of Contacts of an Early Confirmed Case-Patient with COVID-19, Washington, USA",10.3201/eid2608.201423,Emerging Infectious Diseases,8/1/2020,2,journal-article,Centers for Disease Control and Prevention (CDC),Victoria T Chu - Centers for Disease Control and Prevention; Satish K Pillai - Centers for Disease Control and Prevention; Susan I Gerber - Centers for Disease Control and Prevention; Natalie J Thornburg - Centers for Disease Control and Prevention; Alicia M Fry - Centers for Disease Control and Prevention; Aron J Hall - Centers for Disease Control and Prevention; Stephen Lindstrom - Centers for Disease Control and Prevention; Xiaoyan Lu - Centers for Disease Control and Prevention; Claire M Midgley - Centers for Disease Control and Prevention; Mariel Marlow - Centers for Disease Control and Prevention; Melissa A Rolfes - Centers for Disease Control and Prevention; Rachel M Burke - Centers for Disease Control and Prevention; Misty Lang - United States Department of State; Michelle Holshue - Centers for Disease Control and Prevention; Grace M Vahey - Centers for Disease Control and Prevention; Rachael L T Zacks - Centers for Disease Control and Prevention; Kristen Pettrone - Centers for Disease Control and Prevention; Marisa D'Angeli - United States Department of State; Sara Podczervinski - United States Department of State; Chas DeBolt - United States Department of State; Jonathan W Dyal - Centers for Disease Control and Prevention; Vance Kawakami - Seattle King County Department of Public Health; Christopher Spitters - Snohomish Health District; Scott Lindquist - United States Department of State; Brandi Freeman-Ponder - Centers for Disease Control and Prevention; Hollianne Bruce - Snohomish Health District; Shauna Clark - Seattle King County Department of Public Health; Jeffrey S Duchin - University of Washington; Holly M Biggs - Centers for Disease Control and Prevention,,0000-0001-6530-8119; 0000-0001-7250-1013; 0000-0002-0483-9941; 0000-0002-3208-9308; 0000-0002-3271-8362; 0000-0002-3843-677X; 0000-0002-4949-2232; 0000-0002-5678-5826; 0000-0002-6766-1933; 0000-0002-7480-965X; 0000-0002-7862-0352; 0000-0002-9215-0780; 0000-0002-9235-840X; 0000-0003-2534-8575; 0000-0003-3523-3616
Rapid antiretroviral therapy initiation in the Botswana Combination Prevention Project: a quasi-experimental before and after study,10.1016/s2352-3018(20)30187-9,The Lancet HIV,8/1/2020,1,journal-article,Elsevier BV,Unknown - Ministry of Health; Unknown - Centers for Disease Control and Prevention; Unknown - Northrop Grumman; Fawn Ussery - Centers for Disease Control and Prevention; Joe Theu - Ministry of Health; Max Kapanda - Ministry of Health; Unknown - Brigham and Women's Hospital; Unknown - Harvard University; Tendani Gaolathe - Botswana Harvard AIDS Institute Partnership; Tendani Gaolathe - University of Botswana; Unknown - Botswana Harvard AIDS Institute Partnership,,0000-0001-9408-9904; 0000-0002-1527-9046; 0000-0002-5384-9716; 0000-0002-7684-8361; 0000-0002-9838-2419; 0000-0003-0017-2438; 0000-0003-1459-5554
Adjusting iron and vitamin A status in settings of inflammation: a sensitivity analysis of the Biomarkers Reflecting Inflammation and Nutritional Determinants of Anemia (BRINDA) approach,10.1093/ajcn/nqaa141,The American Journal of Clinical Nutrition,8/1/2020,3,journal-article,Oxford University Press (OUP),"Sorrel Namaste - The DHS Program, ICF, Rockville, MD, USA.; Emma X Yu - Emory University; Melissa F Young - Emory University; Anne M Williams - Emory University; Jiangda Ou - Emory University; Parminder S Suchdev - Emory University",,
"Analysis of MarketScan Data for Immunosuppressive Conditions and Hospitalizations for Acute Respiratory Illness, United States",10.3201/eid2608.191493,Emerging Infectious Diseases,8/1/2020,2,journal-article,Centers for Disease Control and Prevention (CDC),,,
Association between longest‐held occupation and Social Security Disability Insurance benefits receipt,10.1002/ajim.23121,American Journal of Industrial Medicine,8/1/2020,1,journal-article,Wiley,Abay Asfaw - National Institute for Occupational Safety and Health; Regina Pana-Cryan - National Institute for Occupational Safety and Health; Brian Quay - National Institute for Occupational Safety and Health,,0000-0002-3948-4327; 0000-0002-4729-7302
Indicators of Social Competence and Social Participation Among US Children With Tourette Syndrome,10.1177/0883073820924257,Journal of Child Neurology,8/1/2020,1,journal-article,SAGE Publications,Rebecca H Bitsko - Centers for Disease Control and Prevention; Reem M Ghandour - Health Resources and Services Administration; Rebecca T Leeb - Centers for Disease Control and Prevention; Melissa L Danielson - Centers for Disease Control and Prevention; Morgan J Fuoco - Oak Ridge Institute for Science and Education; Brita Bergland - Oak Ridge Institute for Science and Education; Adam B Lewin - University of South Florida,,
CDC-supported epilepsy surveillance and epidemiologic studies: A review of progress since 1994,10.1016/j.yebeh.2020.107123,Epilepsy & Behavior,8/1/2020,1,journal-article,Elsevier BV,Niu Tian - National Center for Chronic Disease Prevention and Health Promotion; Janet B Croft - National Center for Chronic Disease Prevention and Health Promotion; Rosemarie Kobau - National Center for Chronic Disease Prevention and Health Promotion; Matthew M Zack - National Center for Chronic Disease Prevention and Health Promotion; Kurt J Greenlund - National Center for Chronic Disease Prevention and Health Promotion,,0000-0001-9754-3180
Health Care Transition Perceptions Among Parents of Adolescents with Congenital Heart Defects in Georgia and New York,10.1007/s00246-020-02378-z,Pediatric Cardiology,8/1/2020,1,journal-article,Springer Nature,"Laura M Gaydos - Emory University; Fred H Rodriguez - Emory University; Sherry L Farr - Centers for Disease Control and Prevention; Jill Glidewell - Centers for Disease Control and Prevention; Alissa R Van Zutphen - New York State Department of Health; Alissa R Van Zutphen - University at Albany, State University of New York; Daphne T Hsu - Boston Children's Hospital; George K Lui - Stanford University; Olushola Fapo - New York State Department of Health; Cheryl Raskind-Hood - Emory University; Kristin M Sommerhalter - New York State Department of Health; Trenton Hoffman - Emory University; Wendy Book - Emory University",,0000-0001-8674-3873; 0000-0002-2654-0430; 0000-0002-3301-0980; 0000-0002-3599-0329; 0000-0002-4833-3483; 0000-0002-9190-4536; 0000-0002-9249-6773; 0000-0002-9773-9009; 0000-0003-3905-5458
"Theoretical risk of genetic reassortment should not impede development of live, attenuated Rift Valley fever (RVF) vaccines commentary on the draft WHO RVF Target Product Profile",10.1016/j.jvacx.2020.100060,Vaccine: X,8/1/2020,1,journal-article,Elsevier BV,"Thomas P Monath - Crozet BioPharma (United States); Douglas M Watts - The University of Texas at El Paso; Rebecca C Christofferson - Louisiana State University; Brian B Gowen - Utah State University; C J Peters - The University of Texas Medical Branch at Galveston; Darci R Smith - Naval Medical Research Command; Robert Swanepoel - Onderstepoort Veterinary Academic Hospital; Robert Swanepoel - University of Pretoria; John C Morrill - The University of Texas Medical Branch at Galveston; Thomas G Ksiazek - The University of Texas Medical Branch at Galveston; Phillip R Pittman - United States Army Medical Research and Development Command; Phillip R Pittman - United States Army Medical Research Institute of Infectious Diseases; Brian H Bird - University of California, Davis; Brian H Bird - National Center for Emerging and Zoonotic Infectious Diseases; Brian H Bird - Centers for Disease Control and Prevention; George E Bettinger - The University of Texas at El Paso",,0000-0001-7509-4599; 0000-0001-8170-8710; 0000-0001-9113-2575; 0000-0003-0225-4357; 0000-0003-1787-759X; 0000-0003-2806-1131
Demographic considerations in analyzing decedents by usual occupation,10.1002/ajim.23123,American Journal of Industrial Medicine,8/1/2020,1,journal-article,Wiley,Cora Peterson - Centers for Disease Control and Prevention; Pamela K Schumacher - National Institute for Occupational Safety and Health; Andrea L Steege - National Institute for Occupational Safety and Health,,0000-0001-5665-2559; 0000-0001-7955-0977
"Monitoring the safety of high-dose, trivalent inactivated influenza vaccine in the vaccine adverse event reporting system (VAERS), 2011 – 2019",10.1016/j.vaccine.2020.07.007,Vaccine,8/1/2020,2,journal-article,Elsevier BV,Pedro L Moro - Centers for Disease Control and Prevention; Paige Marquez - Centers for Disease Control and Prevention; Emily Jane Woo - Center for Biologics Evaluation and Research; Maria Cano - Centers for Disease Control and Prevention,,
The relationship between incarceration history and overdose in North America: A scoping review of the evidence,10.1016/j.drugalcdep.2020.108088,Drug and Alcohol Dependence,8/1/2020,3,journal-article,Elsevier BV,Sasha Mital - National Center for Injury Prevention and Control; Jessica Wolff - National Center for Injury Prevention and Control; Jennifer J Carroll - Elon University,,
US trends in premature heart disease mortality over the past 50 years: Where do we go from here?,10.1016/j.tcm.2019.09.005,Trends in Cardiovascular Medicine,8/1/2020,4,journal-article,Elsevier BV,Matthew D Ritchey - Centers for Disease Control and Prevention; Mary G George - Centers for Disease Control and Prevention; Hilary K Wall - Centers for Disease Control and Prevention; Janet S Wright - United States Department of Health and Human Services,,0000-0001-6088-0706; 0000-0002-1652-3581; 0000-0003-2270-6402
US CDC Real-Time Reverse Transcription PCR Panel for Detection of Severe Acute Respiratory Syndrome Coronavirus 2,10.3201/eid2608.201246,Emerging Infectious Diseases,8/1/2020,6,journal-article,Centers for Disease Control and Prevention (CDC),,,
Azithromycin susceptibility of Neisseria gonorrhoeae in the USA in 2017: a genomic analysis of surveillance data,10.1016/s2666-5247(20)30059-8,The Lancet Microbe,8/1/2020,1,journal-article,Elsevier BV,Kim M Gernert - Centers for Disease Control and Prevention; Brian H Raphael - Centers for Disease Control and Prevention; William M Shafer - Veterans Health Administration; William M Shafer - Emory University; Hillard Weinstock - Centers for Disease Control and Prevention; Karen Schlanger - Centers for Disease Control and Prevention; Sancta B St Cyr - Centers for Disease Control and Prevention; Ellen N Kersh - Centers for Disease Control and Prevention; Jesse C Thomas - Centers for Disease Control and Prevention; Jesse C Thomas - Oak Ridge Institute for Science and Education; Matthew W Schmerer - Centers for Disease Control and Prevention; Sandra Seby - Centers for Disease Control and Prevention; Sandra Seby - Oak Ridge Institute for Science and Education; Cau D Pham - Centers for Disease Control and Prevention,,0000-0001-9303-8777; 0000-0002-6756-1756; 0000-0002-9569-2147; 0000-0002-9618-4662; 0000-0003-2778-2623; 0000-0003-3819-0324
Associations of blood lead levels with asthma and blood eosinophils in US children,10.1111/pai.13241,Pediatric Allergy and Immunology,8/1/2020,1,journal-article,Wiley,Kathryn B Egan - National Center for Environmental Health; Kathryn B Egan - Centers for Disease Control and Prevention; Hatice S Zahran - National Center for Environmental Health; Hatice S Zahran - Centers for Disease Control and Prevention; Unknown - National Center for Environmental Health; Unknown - Centers for Disease Control and Prevention; Joy Hsu - National Center for Environmental Health; Joy Hsu - Centers for Disease Control and Prevention; Ginger L Chew - National Center for Environmental Health; Ginger L Chew - Centers for Disease Control and Prevention,,0000-0001-8410-9334; 0000-0003-4725-0878
Receptive anal sex contributes substantially to heterosexually acquired HIV infections among at‐risk women in twenty US cities: Results from a modelling analysis,10.1111/aji.13263,American Journal of Reproductive Immunology,8/1/2020,3,journal-article,Wiley,"Jocelyn Elmes - Imperial College London; Jocelyn Elmes - University of London; Senad Handanagic - Centers for Disease Control and Prevention; Sevgi O Aral - Centers for Disease Control and Prevention; Dobromir T Dimitrov - Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa; Adaora A Adimora - University of North Carolina at Chapel Hill; Que Dang - National Institutes of Health; Ian McGowan - University of Pittsburgh; Peter A Anton - University of California, Los Angeles; Roisin Staunton - Imperial College London; Ashley E Nordsletten - Imperial College London; Lukyn M Gedge - Imperial College London; Kristen L Hess - Centers for Disease Control and Prevention; Romain Silhol - Imperial College London; Barbara L Shacklett - University of California, Davis; Gabriela Paz-Bailey - Centers for Disease Control and Prevention; Marie-Claude Boily - Imperial College London",,
